state_two_letter_code,jurisdiction_name,jurisdiction_type,string_date_MDY,year_of_vote,month_of_vote,did_vote_pass,share_votes_yes,share_votes_no,vote_share_needed_to_pass,vote_margin,total_funds_at_stake,total_funds_approved,total_funds_appr_r2020,conservation_funds_at_stake,conservation_funds_approved,conservation_funds_appr_r2020,finance_mechanism,purpose,description,other_comment,vote_funding_notes,needed_sixty_percent_to_pass,needed_two_thirds_to_pass,gdp_price_deflator,GeoFIPS,region_number,income,Pop,GeoFIPS_0,precipitation_avg,office,candidate,party,candidatevotes,totalvotes,version,fair_market_r_0rooms,fair_market_r_1rooms,fair_market_r_3rooms,fair_market_r_4rooms
NJ,Warren,County,11/02/93,1993,11,1,64.01647996,35.98352004,50,14.016479,22123200,22123200,36435928,22123200,22123200,36435928,Property tax,"Recreation, open space, watershed protection, farmland","2 cents per $100 property tax to create Open Space Trust Fund, the purpose of which is to preserve open space for the protection of water sources, outdoor recreation and farmland",,,0,0,60.718094,34041,2,2247831,94616,34041,3.8291666666666666,NA,NA,NA,NA,NA,NA,380,462,681,759
NJ,Warren,County,11/03/98,1998,11,0,37.2601592,62.7398408,50,-12.739841,45556160,0,0,45556160,0,0,Property tax,"Recreation, open space, farmland","County Question No. 5, $0.02 per $100 Property Tax for Open Space, Recreation, Farmland, Historic Preservation",,,0,0,66.324165,34041,2,2924304,99458,34041,3.7391666666666667,NA,NA,NA,NA,NA,NA,539,688,1044,1320
NJ,Warren,County,11/02/99,1999,11,1,59.4700577,40.5299423,50,9.4700575,50007480,50007480,74326088,50007480,50007480,74326088,Property tax,"Open space, recreation, farmland","County Question 2, .01 cent per $100 property tax increase for open space, farmland, recreation, historic preservation",,,0,0,67.281197,34041,2,3134128,101040,34041,3.7416666666666667,NA,NA,NA,NA,NA,NA,533,681,1033,1306
NJ,Warren,County,11/05/02,2002,11,1,59.59827013,40.40172987,50,9.5982704,39060040,39060040,54699140,39060040,39060040,54699140,Property tax,Open space,2¢ per $100 property tax increase for open space,,,0,0,71.408875,34041,2,3766286,106774,34041,3.8041666666666667,NA,NA,NA,NA,NA,NA,593,758,1150,1452
NM,Bernalillo,County,11/03/98,1998,11,1,68.16880335,31.83119665,50,18.168804,3370000,3370000,5081104.5,660000,660000,995112.44,Bond,"recreation, parks","Parks and Recreational Facilities Bond, Bond for Parks, Recreation",,,0,0,66.324165,35001,6,14249425,551298,35001,1.0416666666666667,NA,NA,NA,NA,NA,NA,385,459,791,934
NM,Bernalillo,County,11/03/98,1998,11,1,56.79656484,43.20343516,50,6.7965651,7000000,7000000,10554223,7000000,7000000,10554223,Property tax,Open space,"Mill Levy Question, 2-year, 0.5 mill property tax increase for open space",,,0,0,66.324165,35001,6,14249425,551298,35001,1.0416666666666667,NA,NA,NA,NA,NA,NA,385,459,791,934
NM,Bernalillo,County,11/07/00,2000,11,1,69.77712626,30.22287374,50,19.777126,1576000,1576000,2291171,1576000,1576000,2291171,Bond,open space,Bond issue to acquire land and expand parks and recreational facilities,,,0,0,68.785789,35001,6,15563792,557601,35001,1.0066666666666666,US PRESIDENT,AL GORE,DEMOCRAT,99461,204319,20220315,393,468,807,952
NM,Bernalillo,County,11/07/00,2000,11,1,69.77712626,30.22287374,50,19.777126,1576000,1576000,2291171,1576000,1576000,2291171,Bond,open space,Bond issue to acquire land and expand parks and recreational facilities,,,0,0,68.785789,35001,6,15563792,557601,35001,1.0066666666666666,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,95249,204319,20220315,393,468,807,952
NM,Bernalillo,County,11/07/00,2000,11,1,69.77712626,30.22287374,50,19.777126,1576000,1576000,2291171,1576000,1576000,2291171,Bond,open space,Bond issue to acquire land and expand parks and recreational facilities,,,0,0,68.785789,35001,6,15563792,557601,35001,1.0066666666666666,US PRESIDENT,RALPH NADER,GREEN,8274,204319,20220315,393,468,807,952
NM,Bernalillo,County,11/07/00,2000,11,1,69.77712626,30.22287374,50,19.777126,1576000,1576000,2291171,1576000,1576000,2291171,Bond,open space,Bond issue to acquire land and expand parks and recreational facilities,,,0,0,68.785789,35001,6,15563792,557601,35001,1.0066666666666666,US PRESIDENT,OTHER,OTHER,1335,204319,20220315,393,468,807,952
NM,Bernalillo,County,11/07/00,2000,11,1,67.75652967,32.24347033,50,17.756529,25000000,25000000,36344716,25000000,25000000,36344716,Property tax,open space,"6-year, .25 mill property tax extension to acquire and maintain land for open space",,,0,0,68.785789,35001,6,15563792,557601,35001,1.0066666666666666,US PRESIDENT,AL GORE,DEMOCRAT,99461,204319,20220315,393,468,807,952
NM,Bernalillo,County,11/07/00,2000,11,1,67.75652967,32.24347033,50,17.756529,25000000,25000000,36344716,25000000,25000000,36344716,Property tax,open space,"6-year, .25 mill property tax extension to acquire and maintain land for open space",,,0,0,68.785789,35001,6,15563792,557601,35001,1.0066666666666666,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,95249,204319,20220315,393,468,807,952
NM,Bernalillo,County,11/07/00,2000,11,1,67.75652967,32.24347033,50,17.756529,25000000,25000000,36344716,25000000,25000000,36344716,Property tax,open space,"6-year, .25 mill property tax extension to acquire and maintain land for open space",,,0,0,68.785789,35001,6,15563792,557601,35001,1.0066666666666666,US PRESIDENT,RALPH NADER,GREEN,8274,204319,20220315,393,468,807,952
NM,Bernalillo,County,11/07/00,2000,11,1,67.75652967,32.24347033,50,17.756529,25000000,25000000,36344716,25000000,25000000,36344716,Property tax,open space,"6-year, .25 mill property tax extension to acquire and maintain land for open space",,,0,0,68.785789,35001,6,15563792,557601,35001,1.0066666666666666,US PRESIDENT,OTHER,OTHER,1335,204319,20220315,393,468,807,952
NM,Bernalillo,County,11/04/14,2014,11,1,72.40660635,27.59339365,50,22.406607,41804640,41804640,45786040,28845202,28845202,31592368,Property tax,"Open space, parks, trails, recreation, forests, farmland, watershed protection, wildlife habitat","15-year, .20 mill property tax levy for open space and other natural areas acquisition and maintenance",,,0,0,91.304337,35001,6,25764648,674095,35001,0.9108333333333333,NA,NA,NA,NA,NA,NA,521,655,1161,1420
NM,Santa Fe,County,11/03/98,1998,11,1,70.15379415,29.84620585,50,20.153793,12000000,12000000,18092952,12000000,12000000,18092952,Bond,"Recreation, parks, trails, open space, wildlife habitat","Bond for Open Space, Trails, Recreation, Parks, Wildlife",,,0,0,66.324165,35049,6,3581263,125956,35049,1.4166666666666667,NA,NA,NA,NA,NA,NA,415,589,976,1105
NM,Santa Fe,County,11/07/00,2000,11,1,69.52365446,30.47634554,50,19.523655,8000000,8000000,11630309,8000000,8000000,11630309,Bond,Open space,Bond issue to acquire real estate and easements for open space,,,0,0,68.785789,35049,6,4074139,129713,35049,1.2458333333333333,US PRESIDENT,AL GORE,DEMOCRAT,32017,49471,20220315,423,600,995,1126
NM,Santa Fe,County,11/07/00,2000,11,1,69.52365446,30.47634554,50,19.523655,8000000,8000000,11630309,8000000,8000000,11630309,Bond,Open space,Bond issue to acquire real estate and easements for open space,,,0,0,68.785789,35049,6,4074139,129713,35049,1.2458333333333333,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,13974,49471,20220315,423,600,995,1126
NM,Santa Fe,County,11/07/00,2000,11,1,69.52365446,30.47634554,50,19.523655,8000000,8000000,11630309,8000000,8000000,11630309,Bond,Open space,Bond issue to acquire real estate and easements for open space,,,0,0,68.785789,35049,6,4074139,129713,35049,1.2458333333333333,US PRESIDENT,RALPH NADER,GREEN,3215,49471,20220315,423,600,995,1126
NM,Santa Fe,County,11/07/00,2000,11,1,69.52365446,30.47634554,50,19.523655,8000000,8000000,11630309,8000000,8000000,11630309,Bond,Open space,Bond issue to acquire real estate and easements for open space,,,0,0,68.785789,35049,6,4074139,129713,35049,1.2458333333333333,US PRESIDENT,OTHER,OTHER,265,49471,20220315,423,600,995,1126
NM,Santa Fe,County,04/09/02,2002,4,1,76.88494113,23.11505887,50,26.884941,24000000,24000000,33609268,3600000,3600000,5041390,Sales tax,"open space, trails, watershed protection","Capital Outlay Tax; .25% gross receipts tax for open space, trails, waste and wastewater programs",,,0,0,71.408875,35049,6,4545132,133555,35049,0.9550000000000001,NA,NA,NA,NA,NA,NA,443,628,1041,1178
NM,Santa Fe,County,11/04/08,2008,11,1,66.96968776,33.03031224,50,16.969688,3500000,3500000,4213196,3500000,3500000,4213196,Bond,"Parks, open space, trails","Bond for parks, open space, and trail acquisitions and improvements",,Question 1,0,0,83.072327,35049,6,6435013,141704,35049,1.3425,US PRESIDENT,BARACK OBAMA,DEMOCRAT,55567,72223,20220315,586,727,1157,1383
NM,Santa Fe,County,11/04/08,2008,11,1,66.96968776,33.03031224,50,16.969688,3500000,3500000,4213196,3500000,3500000,4213196,Bond,"Parks, open space, trails","Bond for parks, open space, and trail acquisitions and improvements",,Question 1,0,0,83.072327,35049,6,6435013,141704,35049,1.3425,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,15807,72223,20220315,586,727,1157,1383
NM,Santa Fe,County,11/04/08,2008,11,1,66.96968776,33.03031224,50,16.969688,3500000,3500000,4213196,3500000,3500000,4213196,Bond,"Parks, open space, trails","Bond for parks, open space, and trail acquisitions and improvements",,Question 1,0,0,83.072327,35049,6,6435013,141704,35049,1.3425,US PRESIDENT,OTHER,OTHER,849,72223,20220315,586,727,1157,1383
NV,Douglas,County,11/05/96,1996,11,0,38.84401483,61.15598517,50,-11.155985,NA,0,0,NA,0,0,Sales tax,"Recreation, open space, parks, trails","Douglas County Question No. 2, 1/4 cent sales/use tax increase for parks, Open space, Trails, Recreation",,,0,0,64.473976,32005,8,1260353,37286,32005,2.274166666666667,NA,NA,NA,NA,NA,NA,379,553,961,1071
NV,Douglas,County,11/07/00,2000,11,0,44.16814008,55.83185992,50,-5.8318601,34800000,0,0,34800000,0,0,Sales tax,"open space, farmland",Sales tax increase for preservation of open space and purchase of development rights,,,0,0,68.785789,32005,8,1711277,41443,32005,1.095,US PRESIDENT,AL GORE,DEMOCRAT,5837,17974,20220315,395,576,1003,1116
NV,Douglas,County,11/07/00,2000,11,0,44.16814008,55.83185992,50,-5.8318601,34800000,0,0,34800000,0,0,Sales tax,"open space, farmland",Sales tax increase for preservation of open space and purchase of development rights,,,0,0,68.785789,32005,8,1711277,41443,32005,1.095,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,11193,17974,20220315,395,576,1003,1116
NV,Douglas,County,11/07/00,2000,11,0,44.16814008,55.83185992,50,-5.8318601,34800000,0,0,34800000,0,0,Sales tax,"open space, farmland",Sales tax increase for preservation of open space and purchase of development rights,,,0,0,68.785789,32005,8,1711277,41443,32005,1.095,US PRESIDENT,RALPH NADER,GREEN,593,17974,20220315,395,576,1003,1116
NV,Douglas,County,11/07/00,2000,11,0,44.16814008,55.83185992,50,-5.8318601,34800000,0,0,34800000,0,0,Sales tax,"open space, farmland",Sales tax increase for preservation of open space and purchase of development rights,,,0,0,68.785789,32005,8,1711277,41443,32005,1.095,US PRESIDENT,OTHER,OTHER,351,17974,20220315,395,576,1003,1116
NV,Douglas,County,11/03/20,2020,11,0,48.53920749,51.46079251,50,-1.4607925,NA,0,0,NA,0,0,Sales tax,"Open space, parks, wildlife habitat, watershed protection, trails, recreation","10-year, quarter-cent sales tax for opens pace preservation and conservation easements",,"""advisory question"", County Question 3",0,0,100,32005,8,4226734,49522,32005,0.7216666666666667,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,11570,34117,20220315,841,847,1494,1873
NV,Douglas,County,11/03/20,2020,11,0,48.53920749,51.46079251,50,-1.4607925,NA,0,0,NA,0,0,Sales tax,"Open space, parks, wildlife habitat, watershed protection, trails, recreation","10-year, quarter-cent sales tax for opens pace preservation and conservation easements",,"""advisory question"", County Question 3",0,0,100,32005,8,4226734,49522,32005,0.7216666666666667,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,407,34117,20220315,841,847,1494,1873
NV,Douglas,County,11/03/20,2020,11,0,48.53920749,51.46079251,50,-1.4607925,NA,0,0,NA,0,0,Sales tax,"Open space, parks, wildlife habitat, watershed protection, trails, recreation","10-year, quarter-cent sales tax for opens pace preservation and conservation easements",,"""advisory question"", County Question 3",0,0,100,32005,8,4226734,49522,32005,0.7216666666666667,US PRESIDENT,OTHER,OTHER,517,34117,20220315,841,847,1494,1873
NV,Douglas,County,11/03/20,2020,11,0,48.53920749,51.46079251,50,-1.4607925,NA,0,0,NA,0,0,Sales tax,"Open space, parks, wildlife habitat, watershed protection, trails, recreation","10-year, quarter-cent sales tax for opens pace preservation and conservation easements",,"""advisory question"", County Question 3",0,0,100,32005,8,4226734,49522,32005,0.7216666666666667,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,21623,34117,20220315,841,847,1494,1873
NV,Washoe,County,11/07/00,2000,11,1,53.55790939,46.44209061,50,3.5579095,38300000,38300000,55680104,28300000,28300000,41142220,Bond,"parks, trails, recreation","Bond issue for acquiring, improving, and equipping parks, trails, open space, library",,,0,0,68.785789,32031,8,12827680,341389,32031,0.9824999999999999,US PRESIDENT,AL GORE,DEMOCRAT,52097,122301,20220315,481,558,999,1180
NV,Washoe,County,11/07/00,2000,11,1,53.55790939,46.44209061,50,3.5579095,38300000,38300000,55680104,28300000,28300000,41142220,Bond,"parks, trails, recreation","Bond issue for acquiring, improving, and equipping parks, trails, open space, library",,,0,0,68.785789,32031,8,12827680,341389,32031,0.9824999999999999,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,63640,122301,20220315,481,558,999,1180
NV,Washoe,County,11/07/00,2000,11,1,53.55790939,46.44209061,50,3.5579095,38300000,38300000,55680104,28300000,28300000,41142220,Bond,"parks, trails, recreation","Bond issue for acquiring, improving, and equipping parks, trails, open space, library",,,0,0,68.785789,32031,8,12827680,341389,32031,0.9824999999999999,US PRESIDENT,RALPH NADER,GREEN,4209,122301,20220315,481,558,999,1180
NV,Washoe,County,11/07/00,2000,11,1,53.55790939,46.44209061,50,3.5579095,38300000,38300000,55680104,28300000,28300000,41142220,Bond,"parks, trails, recreation","Bond issue for acquiring, improving, and equipping parks, trails, open space, library",,,0,0,68.785789,32031,8,12827680,341389,32031,0.9824999999999999,US PRESIDENT,OTHER,OTHER,2355,122301,20220315,481,558,999,1180
NV,Washoe,County,11/02/04,2004,11,0,48.24044757,51.75955243,50,-1.7595525,NA,0,0,NA,0,0,Sales tax,Open space,"30-year, 1/8% sales tax increase for open space",,Advisory Question,0,0,74.688545,32031,8,16020658,382777,32031,0.9525,US PRESIDENT,JOHN KERRY,DEMOCRAT,74841,159079,20220315,556,644,1153,1364
NV,Washoe,County,11/02/04,2004,11,0,48.24044757,51.75955243,50,-1.7595525,NA,0,0,NA,0,0,Sales tax,Open space,"30-year, 1/8% sales tax increase for open space",,Advisory Question,0,0,74.688545,32031,8,16020658,382777,32031,0.9525,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,81545,159079,20220315,556,644,1153,1364
NV,Washoe,County,11/02/04,2004,11,0,48.24044757,51.75955243,50,-1.7595525,NA,0,0,NA,0,0,Sales tax,Open space,"30-year, 1/8% sales tax increase for open space",,Advisory Question,0,0,74.688545,32031,8,16020658,382777,32031,0.9525,US PRESIDENT,OTHER,OTHER,2693,159079,20220315,556,644,1153,1364
NY,Nassau,County,11/08/88,1988,11,1,58.80653641,41.19346359,50,8.8065367,3500000,3500000,6727354,3500000,3500000,6727354,Bond,Open space,Bond for land conservation,,,0,0,52.026398,36059,2,36921041,1303266,36059,3.6958333333333333,NA,NA,NA,NA,NA,NA,499,605,891,996
NY,Nassau,County,11/02/04,2004,11,1,76.58464066,23.41535934,50,26.584641,50000000,50000000,66944668,50000000,50000000,66944668,Bond,"Open space, parks","Bond to preserve open space, protect drinking water, improve parks and waterways",,,0,0,74.688545,36059,2,71110864,1337964,36059,4.0875,US PRESIDENT,JOHN KERRY,DEMOCRAT,317283,618343,20220315,901,1085,1843,1974
NY,Nassau,County,11/02/04,2004,11,1,76.58464066,23.41535934,50,26.584641,50000000,50000000,66944668,50000000,50000000,66944668,Bond,"Open space, parks","Bond to preserve open space, protect drinking water, improve parks and waterways",,,0,0,74.688545,36059,2,71110864,1337964,36059,4.0875,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,273502,618343,20220315,901,1085,1843,1974
NY,Nassau,County,11/02/04,2004,11,1,76.58464066,23.41535934,50,26.584641,50000000,50000000,66944668,50000000,50000000,66944668,Bond,"Open space, parks","Bond to preserve open space, protect drinking water, improve parks and waterways",,,0,0,74.688545,36059,2,71110864,1337964,36059,4.0875,US PRESIDENT,OTHER,OTHER,27558,618343,20220315,901,1085,1843,1974
NY,Nassau,County,11/07/06,2006,11,1,77.51125257,22.48874743,50,27.511253,100000000,100000000,126024072,100000000,100000000,126024072,Bond,"Open space, parks, watershed protection","Bond for the protection of open space, parks, and watersheds",,,0,0,79.349922,36059,2,78953961,1324905,36059,4.045833333333333,NA,NA,NA,NA,NA,NA,938,1084,1699,1851
NY,Putnam,County,11/08/05,2005,11,0,48.74276028,51.25723972,50,-1.2572397,20000000,0,0,20000000,0,0,Bond,"Open space, farmland, recreation, trails, watershed protection","Bond for the protection of water quality of rivers, lakes and streams; natural land and open space acquisition, development rights to farms, and environmentally sensitive areas",,,0,0,77.016045,36079,2,4495309,99575,36079,4.86,NA,NA,NA,NA,NA,NA,893,966,1322,1360
NY,Suffolk,County,11/05/96,1996,11,1,62.8548935,37.1451065,50,12.854894,32000000,32000000,49632428,32000000,32000000,49632428,Sales tax,"Open space, parks",Proposition 2-.25% sales tax for land acquisition and parks,,,0,0,64.473976,36103,2,40861153,1368366,36103,4.78,NA,NA,NA,NA,NA,NA,690,831,1410,1511
NY,Suffolk,County,11/03/98,1998,11,1,65.87473746,34.12526254,50,15.874738,62000000,62000000,93480256,59400000,59400000,89560120,Bond,"recreation, open space, farmland, parks","Proposition No. 3, Bond for Farmland, Parks, Recreation, Natural History Center",,,0,0,66.324165,36103,2,46351085,1390729,36103,4.2058333333333335,NA,NA,NA,NA,NA,NA,728,877,1488,1594
NY,Suffolk,County,11/02/99,1999,11,1,87.83908514,12.16091486,50,37.839085,140000000,140000000,208081904,140000000,140000000,208081904,Sales tax,Watershed protection,"Proposition 2, .25 percent sales tax extension for drinking water",,,0,0,67.281197,36103,2,49448960,1406161,36103,3.7058333333333335,NA,NA,NA,NA,NA,NA,752,906,1537,1647
NY,Suffolk,County,11/02/04,2004,11,1,67.65066196,32.34933804,50,17.650661,75000000,75000000,100417008,75000000,75000000,100417008,Bond,"Open space, farmland, parks","Bond for the preservation of farmland and open space, and the creation of parks",,,0,0,74.688545,36103,2,61333458,1478215,36103,3.7866666666666666,US PRESIDENT,JOHN KERRY,DEMOCRAT,307011,638712,20220315,901,1085,1843,1974
NY,Suffolk,County,11/02/04,2004,11,1,67.65066196,32.34933804,50,17.650661,75000000,75000000,100417008,75000000,75000000,100417008,Bond,"Open space, farmland, parks","Bond for the preservation of farmland and open space, and the creation of parks",,,0,0,74.688545,36103,2,61333458,1478215,36103,3.7866666666666666,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,292186,638712,20220315,901,1085,1843,1974
NY,Suffolk,County,11/02/04,2004,11,1,67.65066196,32.34933804,50,17.650661,75000000,75000000,100417008,75000000,75000000,100417008,Bond,"Open space, farmland, parks","Bond for the preservation of farmland and open space, and the creation of parks",,,0,0,74.688545,36103,2,61333458,1478215,36103,3.7866666666666666,US PRESIDENT,OTHER,OTHER,39515,638712,20220315,901,1085,1843,1974
NY,Suffolk,County,11/06/07,2007,11,1,56.35202358,43.64797642,50,6.3520236,595000000,595000000,730232128,595000000,595000000,730232128,Sales tax,"Watershed protection, open space, farmland","17-year, .25 cent sales tax extension for the acquisition of land to protect drinking water sources",,,0,0,81.480942,36103,2,73595579,1475255,36103,3.6141666666666667,NA,NA,NA,NA,NA,NA,994,1149,1799,1961
NY,Suffolk,County,11/04/14,2014,11,1,65.77418871,34.22581129,50,15.774189,29400000,29400000,32200004,20000000,20000000,21904764,Bond,"Open space, watershed protection",Bond for open space acquisitions and water quality improvements,,Proposition 5,0,0,91.304337,36103,2,86449508,1516955,36103,3.8183333333333334,NA,NA,NA,NA,NA,NA,1033,1309,2097,2415
OH,Columbiana,County,05/05/09,2009,5,1,57.8272634,42.1727366,50,7.8272634,215000000,215000000,256865520,107500000,107500000,128432760,Property tax,"Parks, greenways, recreation, trails, wildlife habitat","10-year, .75 mill replacement and increase property tax for parks and wildlife habitat",,Covers seven Central Ohio counties,0,0,83.701385,39029,3,3103923,107948,39029,2.6916666666666664,NA,NA,NA,NA,NA,NA,463,489,730,887
OH,Ashtabula,County,11/04/14,2014,11,1,53.3420463,46.6579537,50,3.3420463,NA,NA,NA,NA,NA,NA,Property tax,,,,,0,0,91.304337,39007,3,3387708,99460,39007,3.785,NA,NA,NA,NA,NA,NA,407,475,837,841
OH,Clermont,County,11/08/16,2016,11,1,62.81101496,37.18898504,50,12.811015,21285570,21285570,22835542,5000000,5000000,5364090,Property tax,"Open space, parks, recreation, wildlife habitat, watershed protection, trails",10-year. .5 mill additional levy for parks and recreation,,,0,0,93.212456,39025,3,9930934,204086,39025,3.7275,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,26715,99121,20220315,509,600,1102,1297
OH,Clermont,County,11/08/16,2016,11,1,62.81101496,37.18898504,50,12.811015,21285570,21285570,22835542,5000000,5000000,5364090,Property tax,"Open space, parks, recreation, wildlife habitat, watershed protection, trails",10-year. .5 mill additional levy for parks and recreation,,,0,0,93.212456,39025,3,9930934,204086,39025,3.7275,US PRESIDENT,DONALD TRUMP,REPUBLICAN,67518,99121,20220315,509,600,1102,1297
OH,Clermont,County,11/08/16,2016,11,1,62.81101496,37.18898504,50,12.811015,21285570,21285570,22835542,5000000,5000000,5364090,Property tax,"Open space, parks, recreation, wildlife habitat, watershed protection, trails",10-year. .5 mill additional levy for parks and recreation,,,0,0,93.212456,39025,3,9930934,204086,39025,3.7275,US PRESIDENT,OTHER,OTHER,4888,99121,20220315,509,600,1102,1297
OH,Columbiana,County,05/04/99,1999,5,1,58.96010856,41.03989144,50,8.9601088,125000000,125000000,185787424,125000000,125000000,185787424,Property tax,"Forests, watershed protection","Issue 15, 10-year, .65 mill property tax(replacement and increase) for specified parcels",,,0,0,67.281197,39029,3,2376688,112151,39029,3.0275,NA,NA,NA,NA,NA,NA,297,350,552,628
OH,Columbiana,County,11/06/18,2018,11,1,67.25811382,32.74188618,50,17.258114,280000000,280000000,287828928,30000000,30000000,30838814,Property tax,"Open space, recreation, wildlife habitat, watershed protection, trails","10-year, .95 replacement and increase mill levy operations, maintenance, and conserving natural resources",,,0,0,97.280006,39029,3,3878594,102965,39029,4.6675,NA,NA,NA,NA,NA,NA,471,561,915,1072
OH,Delaware,County,11/06/90,1990,11,0,43.6684634,56.3315366,50,-6.3315368,NA,0,0,NA,0,0,Property tax,Parks,"10 years-(0.5) mill property tax, for acquiring , developing and operating lands for park purposes ",,,0,0,56.097908,39041,3,1514367,67482,39041,4.239166666666667,NA,NA,NA,NA,NA,NA,301,361,536,603
OH,Delaware,County,05/06/97,1997,5,0,48.65285398,51.34714602,50,-1.347146,8347500,0,0,8347500,0,0,Property tax,"parks, historic and geological preservation","10-year, .4 mill Property Tax (additional) for Acquisition, Creation and Operation of Parks; Preservation of Historic and Geological Sites; Continuing and Expanding Nature Education Programs",,Formerly Delaware County Metro Park District,0,0,65.586288,39041,3,3477506,93592,39041,3.0775,NA,NA,NA,NA,NA,NA,325,385,627,721
OH,Erie,County,11/07/00,2000,11,0,47.79605456,52.20394544,50,-2.2039454,12000000,0,0,12000000,0,0,Property tax,"open space, parks, recreation, watershed protection, wildlife habitat",0.4 mill (additional) property tax to acquire and preserve 1400-acre Edison Woods,,,0,0,68.785789,39043,3,2289849,79662,39043,3.404166666666667,US PRESIDENT,AL GORE,DEMOCRAT,17732,35015,20220315,279,372,626,759
OH,Erie,County,11/07/00,2000,11,0,47.79605456,52.20394544,50,-2.2039454,12000000,0,0,12000000,0,0,Property tax,"open space, parks, recreation, watershed protection, wildlife habitat",0.4 mill (additional) property tax to acquire and preserve 1400-acre Edison Woods,,,0,0,68.785789,39043,3,2289849,79662,39043,3.404166666666667,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,16105,35015,20220315,279,372,626,759
OH,Erie,County,11/07/00,2000,11,0,47.79605456,52.20394544,50,-2.2039454,12000000,0,0,12000000,0,0,Property tax,"open space, parks, recreation, watershed protection, wildlife habitat",0.4 mill (additional) property tax to acquire and preserve 1400-acre Edison Woods,,,0,0,68.785789,39043,3,2289849,79662,39043,3.404166666666667,US PRESIDENT,RALPH NADER,GREEN,872,35015,20220315,279,372,626,759
OH,Erie,County,11/07/00,2000,11,0,47.79605456,52.20394544,50,-2.2039454,12000000,0,0,12000000,0,0,Property tax,"open space, parks, recreation, watershed protection, wildlife habitat",0.4 mill (additional) property tax to acquire and preserve 1400-acre Edison Woods,,,0,0,68.785789,39043,3,2289849,79662,39043,3.404166666666667,US PRESIDENT,OTHER,OTHER,306,35015,20220315,279,372,626,759
OH,Erie,County,11/08/05,2005,11,0,41.42538071,58.57461929,50,-8.5746193,9811570,0,0,9811570,0,0,Property tax,"Parks, forests, watershed protection","10-year, .5 mill replacement levy to conserve, acquire, improve, and protect land and water areas for parks and forestland",,,0,0,77.016045,39043,3,3251689,78070,39043,3.350833333333333,NA,NA,NA,NA,NA,NA,369,445,741,780
OH,Fairfield,County,05/06/97,1997,5,0,42.08319747,57.91680253,50,-7.9168024,8000000,0,0,4800000,0,0,Property tax,parks,"Issue #1, .25 mill property tax (additional) for acquisition, maintenance, operation, and improvements of parks",,,0,0,65.586288,39045,3,2899603,117432,39045,3.5733333333333333,NA,NA,NA,NA,NA,NA,325,385,627,721
OH,Fairfield,County,11/04/03,2003,11,0,44.29930247,55.70069753,50,-5.7006974,13000000,0,0,6500000,0,0,Property tax,"parks, open space, wildlife habitat","10-year, .5 mill property tax (additional) to acquire, operate, maintain historic parks, natural areas",,,0,0,72.730873,39045,3,4179691,132770,39045,3.46,NA,NA,NA,NA,NA,NA,419,496,808,929
OH,Montgomery,County,11/03/09,2009,11,1,70.70465527,29.29534473,50,20.704655,179000000,179000000,213855488,10000000,10000000,11947234,Property tax,"Open space, parks, wildlife habitat, recreation, watershed protection","10-year, 1.8 mill replacement levy for park operations and preservation of natural areas",,Montgomery County,0,0,83.701385,39113,3,18806432,535294,39113,3.2091666666666665,NA,NA,NA,NA,NA,NA,488,558,925,1103
OH,Montgomery,County,11/06/18,2018,11,1,67.04071928,32.95928072,50,17.04072,180000000,180000000,185032880,10000000,10000000,10279605,Property tax,"Open space, wildlife habitat, watershed protection, parks, recreation","10-year,  2 mill replacement and additional levy for improving parks and natural resources",,"Montgomery County, Issue 6",0,0,97.280006,39113,3,24560816,536159,39113,4.2475000000000005,NA,NA,NA,NA,NA,NA,517,583,1024,1183
OH,Geauga,County,11/03/92,1992,11,1,55.24252189,44.75747811,50,5.2425218,24000000,24000000,40464324,9600000,9600000,16185729,Property tax,Parks,"20-year, tax levy for parks",,,0,0,59.311508,39055,3,2028129,83175,39055,3.8008333333333333,NA,NA,NA,NA,NA,NA,336,408,601,672
OH,Geauga,County,11/07/95,1995,11,1,56.61227038,43.38772962,50,6.6122704,28800000,28800000,45486400,28800000,28800000,45486400,Property tax,"Open space, parks","18-year, 1-mill property tax increase for acquisition and preservation of park lands",,,0,0,63.315628,39055,3,2476725,84815,39055,3.2275,NA,NA,NA,NA,NA,NA,321,405,637,718
